comment,emotion,sentiment
"Troppa gente, troppo grande, nulla di che. Se volete vedere una bella piazza câÃ¨ Torino dove ogni piazza Ã¨ un capolavoro",joy,positive
Passeggiare nel parco e' bello e incantevole anche in inverno. Certamente non puo' mancare in una visita a Manhattan,joy,positive
"Visitare il Prado Ã¨ tra le 100 cose da vedere nella vita. Museo molto grande ma ben fruibile se non vi prende la fregola di visitarlo in un'ora. Ä½arte per essere ammirata e goduta necessita di tempo e pazienza, saranno le vostre due o tre ore meglio spese in assoluto. Rubens, Goya, El Greco, Durrer, Caravaggio, Raffaello, Carracci, insomma tutto il meglio che si Ã¨ artisticamente si potrebbe pretendere. Sconsiglio di visitarlo durante le visite gratuite, la troppa affluenza di visitatori potrebbe non farvi apprezzare la visita",sadness,positive
"La facciata esterna dice ben poco. Ma appena entrati si resta stupiti e coinvolti dai magnifici affreschi che non lasciano scoperto alcun tratto dei muri, sia nel primo ambiente (la chiesa) che nel posteriore coro delle suore. Incredibile Ã¨ che la visita sia per di piÃ¹ gratuita, grazie all'encomiabile servizio offerto dai volontari del Touring club.",joy,positive
"""Milan l'Ã¨ un gran Milan""Ã sempre bello poter apprezzare queste opere d'arte! La fila un po' troppo lunga, ma devo dire che una volta dentro ci si dimentica dell'attesa, ci ero stata da bambina con la scuola ma tornarci un po'piÃ¹ ""consapevole"" Ã¨ startup davvero piacevole.Consiglio di vederli almeno una volta.",joy,positive
"Sono milanese, ma ammetto di aver scoperto questa chiesa grazie a TA !! Da fuori non le daresti una lira, ma quando entri..Wow!!! Questa Ã¨ stata la reazione! Che sorpresa, si rimane folgorati e non si sa da dove iniziare a guardare! Difficile da descrivere: tutto affrescato, architettura che non si vede spesso nelle chiese...davvero unica! Da visitare assolutamente!",joy,positive
Posto particolare e suggestivo. Meravigliata come i milanesi sanno trasformare un luogo comune in un luogo unico,joy,positive
Bellissimo il duomo .peccato non averlo potuto visitare perchÃ© cera la fila..la galleria spettacolare pena di ristoranti e negozi,joy,positive
Il monumento per eccellenza di Milano.Assoluta vedere e se avete tanto tempo salite a vedere le guglie e la Madunnina! ,joy,positive
"Splendida chiesa, non al centro dei consueti itinerari turistici. Ci vorrebbero piu' indicazioni e spiegazioni per assaporare meglio la visita.",sadness,positive
"La visita a questo museo Ã¨ obbligatoria, per me il piÃ¹ bello di Madrid. Ci sono opere meravigliose, per visitarlo bene occorrono almeno 3 ore, consiglio di visitarlo la mattina all'apertura. ",joy,positive
"Luogo simbolo di Berlino, imponente e bellissima,la porta di Brandeburgo ha un fascino particolare soprattutto se visitata la sera illuminata. ",joy,positive
Qui si capisce veramente cosa Ã¨ stato il muro. Molto piÃ¹ significativo della cartolina di East side galley...Necessaria la comprensione dell'inglese (o tedesco ovviamente) per seguire al meglio i pannelli informativi che si trovano lungo tutto il percorso.Ps: gratuito!,joy,positive
"in una visita a New York.Ci siamo stati un sabato mattina e siamo rimasti stupidi dalla quantitÃ  di persone che correvano e andavano in bicicletta! Forse perchÃ© era sabato?In ogni caso, noleggiando la bicicletta, lo abbiamo circunnavigato...",sadness,negative
Quartiere da visitare assolutamente per godere di un ottimo paesaggio e di una buona aria. Davvero molto belle e da visitare assolutamente le gallerie d'arte,joy,positive
"Fantastica chiesa in centro, stupendi affreschi ed interessante la conformazione interna, pulita e ben tenuta ",joy,positive
"Che bella sorpresa. Che posto fantastico per osservare la gente, mangiare e bere. Provare uno dei ristoranti di Aperitivo. Ma un drink e mangiare gratuitamente. Yay!",joy,positive
"Sono passati ben 18 anni dallâultima volta che ho visitato questa parte rimasta del muro. Pensavo di rimanere delusa, in realtÃ  Ã¨ sempre unâemozione. Consigliato.",joy,positive
"Dopo aver camminato per visitare New York, sotto un sole cocente, abbiamo trovato un poâ di refrigerio in questo meraviglioso parco, con scoiattoli, laghi, barchette... unâoasi in cittaâ! ",sadness,positive
"Sono stato con la mia ragazza a central park il febbraio scorso e posso dire di aver avuto la fortuna di vedere il parco totalmente innavato, qualcosa di incredibile e che resterÃ  per sempre impresso nella mia mente. Il parco Ã¨ veramente grande. La cosa bella e unica Ã¨ che si trova in mezzo ai grattacieli e quindi si puÃ² godere al suo interno di una vista mozzafiato.",joy,positive
Grandissimo a molto bello sia allâinterno che allâesterno...si puÃ² anche visitare gratuitamente dalle 18:00 alle 20:00 la parte collection.... le opere sono magnifiche...allâingresso per acquistare o ritirare il ticket câÃ¨ molta coda ma se avete bimbi piccoli da trasportare con il passeggino potete passare dalla corsia preferenziale ed evitare la fila...consigliato ,joy,positive
"Passeggiare per Central Park, ancora meglio se in una giornata assolata di primavera, Ã¨ rilassante e corroborante. Si respira un'atmosfera piacevole e rilassata, non sembra di trovarsi in una cittÃ  caotica e affollata come New York.Consiglio in particolare Bethesda Terrace.",joy,positive
"Pochi lo sanno, ma basta fare il biglietto 'no coda' nel gabbiotto poco prima dell'ingresso e passerete davanti a tutti. Il costo Ã¨ di poco superiore al biglietto normale. Il museo Ã¨ da vedere in almeno due riprese, essendo disteso su un'area grande praticamente come mezza cittÃ . Impossibile goderselo tutto in poche ore.",joy,positive
"Questa chiesa, che ora fa parte del Museo archeologico di Milano, spesso non viene citata tra le mete da visitare in cittÃ  ma in realtÃ  ha tra i piÃ¹ begli affreschi cinquecenteschi di scuola leonardesca della metropoli. Notevole anche l'Aula delle monache a cui si accede da una piccolo passaggio laterale. Gioiello cittadino da vedere assolutamente!",joy,positive
"Guida che aveva paura a farti vedere i quadri italiani , forse per la notevole supremazia in bellezza ,opere a parte ,alcune di notevole bellezza , altre quasi da non Capire perchÃ© sono in un museo , comunque mi aspettavo di piÃ¹ molto piÃ¹ bello il museo della reina Sofia a mio parere non paragonabile al Louvre in Francia o al museo Vaticano a Roma o Uffizi di Firenze , non a livello della sua fama .",fear,negative
"Quando si Ã¨ a Milano non si puÃ² fare a meno di fare una visita al duomo, maestoso imponente e bellissimo",joy,positive
Ogni volta che passo in Corso Magenta faccio un salto in queta chiesa che Ã¨ la Cappella Sistina in Miniatura. Tutta da ammirare !!,joy,positive
Una domenica pomeriggio io e mio marito abbiamo deciso di fare qualcosa di culturale e siamo andati alla Chiesa di San Maurizio al Monastero dove abbiamo trovato volontari del Touring Club a farci da guida...la chiesa Ã¨ bellissima da non perdere. Sono tornata a casa felice di aver dedicato una domenica pomeriggio per questa visita.,joy,positive
"ci sono stata di giorno e di sera. di giorno i locali sono quasi tutti chiusi e si possono ammirare i navigli. ma ho trovato il posto molto sporco e frequentato da ""gentaccia "". ti squadrano e mirano le borse. ho visto persone fare i loro bisogni davanti a tutti. di sera Ã¨ un po' meglio perchÃ© c'Ã¨ la movida ma stare molto attenti qui",fear,negative
"cosi come lo si vede nei film...un vero polmone di ossigeno puro, pieno anche di attrazioni e luoghi da visitare. assolutamente da vedere e visitare",joy,positive
Cosa dire... Un sogno! Visto sia con la neve che con il bel tempo! Un'immersione nel verde di New York! Sembra di esserci stati migliaia di volte...,joy,positive
"Vale il viaggio!C'Ã¨' molta gente, quindi consiglio di andarci la mattina, decisamente presto :noi siamo arrivati alle 10 ed era giÃ  complicato fare foto, soprattutto ai murales piÃ¹ noti.Sono tutti molto belli..prendetevi del tempo per vederli con calma...sono unici..",joy,positive
Abbiamo sfruttato l'ingresso gratuito dopo le 18 per godere della bellezze del museo del Prado.Il tempo della visita sÃ¬ Ã¨ limitato ad un paio di ore (chiusura alle 20) ma siamo riusciti ad ammirare le principali opere di Goya e Velazquez. Tra le meraviglie del museo ci potrebbe perdere.Da non perdere in un viaggio a Madrid.,joy,positive
Da fuori non mi ha colpito molto ma camminarci all'interno Ã¨ diverso perchÃ© hai una sensazione di spaesamento e l'artista Ã¨ riuscito a trasmettere un certo tipo di sensazione. ,sadness,negative
E bellissimo incantevole piÃ¹ di 4 km di parco x 1 km di larghezza internamente ci sono piste ciclabili  attrazioni di strada laghi c'Ã¨ tutto ,joy,positive
"Dei capolavori tenuti e controllati molto bene, ottima iniziativa quella di mettere i biglietti gratis per accedere al museo.Complimenti.",joy,positive
Ottima zona per ristoranti e bar. Mercato quasi ogni giorno con bancarelle generali con quasi tutto.,joy,positive
"Il memoriale del muro e con esso tutto il percorso su Bernauer StraÃe Ã¨ veramente molto bello: son ricordate le storie e le vite perdute a causa del muro, oltre ad essere forniti dati storici e architettonici/urbanistici sull'impatto del muro nella Berlino del 1961. Particolarmente interessante Ã¨ poi il documentation center che si trova sull'altro lato della strada: sia io che la mia amica ci siam messe a piangere ascoltando le storie di chi il muro lo ha superato, e di chi non ce l'ha fatta. Raccoglie documenti e testimonianze dirette, giornali dell'epoca, ed anche una vista dall'altro del muro attraverso una terrazza all'ultimo piano. Una visita Ã¨ assolutamente necessaria! ",sadness,positive
"Non si puÃ² andare a Berlino senza passare per la East Side Gallery, ma purtroppo Ã¨ diventato un luogo troppo turistico. Invece che essere ammirato per i bellissimi graffiti, ormai viene utilizzato dai visitatori come lo sfondo di foto ricordo in stile fashion blogger, che personalmente trovo di poco gusto, questo vale specialmente per i tratti piÃ¹ noti, per i quali dovrete fare la fila anche solo per riuscire a vederli.Considerato quanto sopra consiglierei di farsi una passeggiata nelle ore meno affollate, per esempio di prima mattina. Nonostante tutto, ho trovato la passeggiata lungo il muro, di circa 1km, particolarmente toccante.",sadness,negative
"Serve almeno un'ora e mezza se si vuole visitare come si deve questo museo. Esso racconta attraverso una mostra fotografica l'ascesa del potere del nazionalsocialismo e le vessazioni a cui erano sottoposti gli Ebrei e gli oppositori di regime. Ingresso gratuito, fondamentale l'uso dell'audioguida.",sadness,negative
Ã la mia cittÃ  di adozione! Ci vivo da  47 anni ed ogni volta che vedo il Duomo mi emoziono sempreâ¤ï¸. Consiglio a tutti una visita ma soprattutto vivere  e respirare questa atmosfera mista ad antico e moderno.,joy,positive
"Parco enorme, curato nei piccoli dettagli, pulizia esagerata e adatto a tutte le attivitÃ  anche per una semplice pausa caffÃ¨!! Bello girarlo in bici!!",joy,positive
Mi aspettavo il parco piÃ¹ grosso e ben tenuto tipo quelli di Londra ...C'Ã¨ da dire che a dicembre la vegetazione non Ã¨ rigogliosa...comunque bello lo scenario con i grattacieli che fanno da contorno!!! Pochi artisti e chioschi per prendere anche una sola bottiglia di acqua.... ,joy,positive
"E' incredibile come in una cittÃ  cosÃ¬ urbanizzata come NY possa esistere uno spazio completamente verde cosÃ¬ imponente. Bello per una passeggiata, perfetto per una corsa mattutina!",joy,positive
"Veramente impressionante trovare un parco cosÃ¬ grande, in una cittÃ  come New York. Una vera e propria esplosione di flora e fauna dove potersi riposare tra una visita e l'altra della cittÃ ",joy,positive
Da vedere assolutamente. Consigliabile acquistare il biglietto prima on line. Si deve comunque fare la fila ma si accorciano i tempi. Esposizioni temporanee e permanenti da togliere il fiato! BOSCH!,joy,positive
"Premessa, se si Ã¨ appassionati d'arte prendete il biglietto attraverso i canali possibili, e godetevi lo spettacolo perchÃ¨ ne vale sicuramente la pena; se siete un po' piÃ¹ ""superficiali"" o che volete puntare su pochi gioielli o su qualche specifico artista allora Ã¨ consigliabilissimo l'accesso nelle ultime due ore di apertura, arrivate in debito anticipo e non preoccupatevi della coda che vi troverete, sono organizzatissimi ed il sistema si vede che Ã¨ collaudato; vi troverete dentro il museo prima del previsto ma una volta dentro dovreste essere armati di mappa o  buone capacitÃ  di orientamento altrimenti perderete tempo e rischiate di non vedere ciÃ² che vi interessa.I capolavori sono veramente tanti e vi sembra di risfogliare un libro d'arte.Anche qui, perÃ², non lasceremo nulla ai posteri in quanto le foto sono vietate!",fear,positive
"Decorata con affreschi di scuola leonardesca fu sede di un monastero femminile dell'ordine benedettino Ã¨ una visita che regala intense emozioni al visitatore.Risalente al '500 tuttora sconsacrata, fu nel tempo prima convento poi caserma, scuola femminile  e ospedale militare, oggi Ã¨ un appuntamento da non perdere per un appassionato.Personalmente lo ritengo uno dei luoghi religiosi piÃ¹ interessanti dal punto di vista pittorico, architettonico e storico.",joy,positive
